,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
664,KTR,2023-01-16,2024-05-31,501,Monday,734313,GBP,53107,500000,217803,0.106214,4.101210763176229,0.435606,45-55,B,weavermatthew,hschneider@example.net,Tony Collier,M,69
665,GRZ,2023-11-23,2024-05-23,182,Thursday,227593,USD,65797,499999,127627,0.13159426318852638,1.9397084973479033,0.25525451050902104,20-35,F,weavermatthew,hschneider@example.net,Tony Collier,M,69
666,GRZ,2024-02-01,2025-02-28,393,Thursday,376810,USD,48989,500000,116089,0.097978,2.369695237706424,0.232178,40-55,F,weavermatthew,hschneider@example.net,Tony Collier,M,69
667,BYU,2022-11-14,2023-12-16,397,Monday,688216,USD,64432,499999,388837,0.12886425772851545,6.034842935187484,0.7776755553511107,30-50,M,mary69,gravescheyenne@example.org,Michael Lee,M,60
668,KTR,2022-07-14,2023-09-12,425,Thursday,480437,GBP,44864,500000,42694,0.089728,0.9516315977175464,0.085388,35-55,F,mary69,gravescheyenne@example.org,Michael Lee,M,60
669,BYU,2023-03-26,2023-11-03,222,Sunday,865154,EUR,59126,499999,444413,0.11825223650447302,7.516371816121503,0.8888277776555553,30-45,B,mary69,gravescheyenne@example.org,Michael Lee,M,60
670,GRZ,2023-06-04,2024-06-26,388,Sunday,938776,EUR,8862,499998,462613,0.017724070896283584,52.20187316632814,0.9252297009188036,30-55,M,mary69,gravescheyenne@example.org,Michael Lee,M,60
671,KTR,2022-05-30,2023-07-06,402,Monday,21254,USD,48411,499999,18131,0.0968221936443873,0.3745223193075954,0.036262072524145046,30-45,B,mary69,gravescheyenne@example.org,Michael Lee,M,60
672,KTR,2022-08-30,2023-11-08,435,Tuesday,159926,GBP,28767,500002,113262,0.05753376986492054,3.937219730941704,0.22652309390762437,45-65,M,mary69,gravescheyenne@example.org,Michael Lee,M,60
673,AKX,2023-03-21,2024-03-24,369,Tuesday,77117,EUR,35347,500000,56091,0.070694,1.5868673437632614,0.112182,25-40,B,mary69,gravescheyenne@example.org,Michael Lee,M,60
674,BYU,2023-01-01,2023-07-10,190,Sunday,947523,GBP,48173,500001,315858,0.09634580730838538,6.556743403981484,0.6317147365705269,30-55,F,mary69,gravescheyenne@example.org,Michael Lee,M,60
675,BYU,2022-06-03,2022-06-04,1,Friday,332431,EUR,30500,500000,72626,0.061,2.3811803278688526,0.145252,20-30,F,dcox,davidwilliams@example.org,Jonathan Spencer,M,46
676,BYU,2022-09-13,2023-04-13,212,Tuesday,995141,USD,23156,499997,815096,0.04631227787366724,35.20020728968734,1.6302017812106873,35-50,M,dcox,davidwilliams@example.org,Jonathan Spencer,M,46
677,BYU,2023-12-28,2025-01-25,394,Thursday,913057,USD,44916,500001,170998,0.08983182033635932,3.8070620714222105,0.341995316009368,30-50,F,dannyramsey,denise20@example.net,Laurie Campbell,F,57
678,GRZ,2023-05-09,2025-02-14,647,Tuesday,843406,USD,4391,500002,396082,0.00878196487214051,90.2031427920747,0.7921608313566746,40-55,M,dannyramsey,denise20@example.net,Laurie Campbell,F,57
679,AKX,2022-08-16,2023-04-03,230,Tuesday,557374,GBP,20797,500001,294557,0.04159391681216638,14.163437034187623,0.5891128217743564,20-45,B,dannyramsey,denise20@example.net,Laurie Campbell,F,57
680,GRZ,2023-09-19,2025-03-31,559,Tuesday,172481,USD,31054,500001,155730,0.06210787578424843,5.0148129065498805,0.3114593770812458,45-60,B,thomas86,juarezbrad@example.net,Tammy Franco,F,86
681,KTR,2023-07-16,2024-09-17,429,Sunday,9191,EUR,6909,499997,8615,0.013818082908497452,1.2469243016355478,0.017230103380620285,35-45,B,thomas86,juarezbrad@example.net,Tammy Franco,F,86
682,KTR,2023-11-12,2024-01-17,66,Sunday,638257,EUR,22316,499999,220484,0.044632089264178526,9.88008603692418,0.4409688819377639,45-55,M,janiceho,cynthia36@example.com,Allison Collins,F,34
683,GRZ,2023-06-09,2023-08-19,71,Friday,191981,USD,33887,500000,10373,0.067774,0.30610558621300205,0.020746,40-45,B,janiceho,cynthia36@example.com,Allison Collins,F,34
684,KTR,2023-06-25,2024-08-24,426,Sunday,338569,GBP,31694,499998,254398,0.06338825355301421,8.026692749416293,0.5087980351921407,20-40,F,janiceho,cynthia36@example.com,Allison Collins,F,34
685,AKX,2022-12-27,2023-06-20,175,Tuesday,405722,USD,34719,499997,308714,0.06943841663049978,8.89178835795962,0.6174317045902276,40-50,F,janiceho,cynthia36@example.com,Allison Collins,F,34
686,BYU,2024-04-10,2025-04-14,369,Wednesday,290700,GBP,35722,500001,137262,0.07144385711228578,3.842506018699961,0.2745234509530981,25-50,F,janiceho,cynthia36@example.com,Allison Collins,F,34
687,BYU,2022-12-23,2023-07-08,197,Friday,59879,USD,31511,500001,12693,0.06302187395625208,0.4028117165434293,0.025385949228101543,25-30,M,janiceho,cynthia36@example.com,Allison Collins,F,34
688,BYU,2023-11-09,2025-07-04,603,Thursday,443766,GBP,78009,499998,398072,0.1560186240744963,5.10289838351985,0.7961471845887383,45-60,M,janiceho,cynthia36@example.com,Allison Collins,F,34
689,GRZ,2023-01-20,2024-12-16,696,Friday,433122,EUR,65324,500000,143314,0.130648,2.1938950462310944,0.286628,25-30,B,amorgan,jperkins@example.net,Christina Turner,F,45
690,KTR,2024-01-23,2024-08-18,208,Tuesday,778183,EUR,63549,499999,242800,0.1270982541965084,3.820673810760201,0.4856009712019424,35-60,M,amorgan,jperkins@example.net,Christina Turner,F,45
691,GRZ,2024-04-18,2024-06-20,63,Thursday,470142,EUR,69182,499996,305415,0.13836510692085538,4.414659882628429,0.6108348866790935,20-25,B,amorgan,jperkins@example.net,Christina Turner,F,45
692,AKX,2023-04-04,2023-08-02,120,Tuesday,680589,USD,61273,500002,492152,0.12254550981796072,8.032118551401107,0.9843000627997488,45-55,F,amorgan,jperkins@example.net,Christina Turner,F,45
693,KTR,2024-01-02,2025-03-10,433,Tuesday,581618,GBP,6715,500000,186233,0.01343,27.733879374534624,0.372466,40-50,B,andrebennett,ywilliams@example.com,Jennifer Price,F,77
694,BYU,2023-08-23,2025-07-18,695,Wednesday,27001,USD,21895,500001,1627,0.04378991242017516,0.07430920301438684,0.003253993492013016,30-35,B,andrebennett,ywilliams@example.com,Jennifer Price,F,77
695,BYU,2024-04-23,2026-01-29,646,Tuesday,886214,USD,72587,500002,213253,0.14517341930632277,2.937895215396696,0.4265042939828241,40-45,M,prichardson,brianfuentes@example.net,Amanda Davis,F,54
696,KTR,2023-08-24,2023-12-05,103,Thursday,565929,EUR,21920,499999,144853,0.04384008768017536,6.608257299270073,0.2897065794131588,45-55,M,prichardson,brianfuentes@example.net,Amanda Davis,F,54
697,AKX,2022-08-25,2024-08-10,716,Thursday,760432,USD,91922,500001,362975,0.18384363231273537,3.9487282696198953,0.7259485481029038,40-65,M,prichardson,brianfuentes@example.net,Amanda Davis,F,54
698,KTR,2023-04-11,2024-05-25,410,Tuesday,552372,GBP,77328,499999,337560,0.15465630931261862,4.365301055245189,0.6751213502427005,45-55,B,prichardson,brianfuentes@example.net,Amanda Davis,F,54
699,AKX,2022-08-31,2023-04-18,230,Wednesday,70409,EUR,57105,500000,68710,0.11421,1.2032221346642151,0.13742,45-55,F,prichardson,brianfuentes@example.net,Amanda Davis,F,54
700,GRZ,2022-08-24,2023-09-14,386,Wednesday,837769,GBP,43954,500002,40861,0.08790764836940652,0.9296309778404696,0.08172167311330755,35-40,B,prichardson,brianfuentes@example.net,Amanda Davis,F,54
701,AKX,2022-05-17,2023-06-14,393,Tuesday,120634,EUR,38620,500001,34408,0.07723984552030896,0.890937338166753,0.06881586236827526,45-60,M,elizabethwiggins,rachel38@example.com,Lisa Pitts,F,43
702,AKX,2022-11-29,2024-04-27,515,Tuesday,304300,EUR,1850,499999,275050,0.0037000074000148,148.67567567567568,0.5501011002022004,20-25,F,elizabethwiggins,rachel38@example.com,Lisa Pitts,F,43
703,BYU,2023-07-27,2024-04-27,275,Thursday,900023,USD,31916,500000,117723,0.063832,3.688526131094122,0.235446,20-40,F,elizabethwiggins,rachel38@example.com,Lisa Pitts,F,43
704,BYU,2023-09-27,2025-07-16,658,Wednesday,920531,USD,68193,500000,895143,0.136386,13.126611235757336,1.790286,40-65,B,elizabethwiggins,rachel38@example.com,Lisa Pitts,F,43
705,KTR,2023-06-20,2024-06-04,350,Tuesday,405206,EUR,37908,500000,38449,0.075816,1.0142713939010235,0.076898,25-40,B,elizabethwiggins,rachel38@example.com,Lisa Pitts,F,43
706,GRZ,2023-09-08,2025-05-06,606,Friday,33694,GBP,24326,500002,23263,0.04865180539277843,0.9563018992024994,0.046525813896744414,30-55,F,elizabethwiggins,rachel38@example.com,Lisa Pitts,F,43
707,KTR,2022-05-08,2022-06-08,31,Sunday,77873,USD,36984,499999,6273,0.07396814793629587,0.1696138870863076,0.012546025092050184,30-50,F,elizabethwiggins,rachel38@example.com,Lisa Pitts,F,43
708,AKX,2022-10-19,2023-07-07,261,Wednesday,555265,USD,33407,500002,236372,0.06681373274506902,7.075523093962343,0.4727421090315639,45-65,B,romanterrence,rreed@example.com,Patricia Shields,F,35
709,AKX,2023-04-23,2025-03-08,685,Sunday,901370,EUR,59637,499999,130112,0.1192742385484771,2.1817328168754297,0.2602245204490409,45-50,M,romanterrence,rreed@example.com,Patricia Shields,F,35
710,AKX,2023-05-02,2023-07-12,71,Tuesday,712766,GBP,39921,499998,319920,0.07984231936927748,8.013827308935147,0.6398425593702375,35-60,M,romanterrence,rreed@example.com,Patricia Shields,F,35
711,GRZ,2023-12-26,2024-05-23,149,Tuesday,845267,USD,22732,499998,676559,0.045464181856727424,29.762405419672707,1.35312341249365,30-40,F,romanterrence,rreed@example.com,Patricia Shields,F,35
712,AKX,2022-12-19,2024-06-20,549,Monday,771768,EUR,18114,500001,489805,0.03622792754414491,27.040134702440103,0.9796080407839184,40-65,B,rsmith,colleendickerson@example.org,Karen Martinez,F,27
713,AKX,2023-11-27,2025-08-16,628,Monday,515789,EUR,12502,499998,342755,0.025004100016400067,27.416013437849944,0.6855127420509682,45-70,B,rsmith,colleendickerson@example.org,Karen Martinez,F,27
714,AKX,2023-03-03,2024-02-11,345,Friday,305397,EUR,24753,499997,203632,0.049506297037782226,8.226558396961984,0.4072664435986616,35-55,M,rsmith,colleendickerson@example.org,Karen Martinez,F,27
715,KTR,2022-08-17,2024-03-11,572,Wednesday,957562,GBP,19360,500000,647557,0.03872,33.44819214876033,1.295114,35-45,B,rsmith,colleendickerson@example.org,Karen Martinez,F,27
716,GRZ,2022-06-24,2023-02-22,243,Friday,50103,EUR,42728,500001,16071,0.08545582908834182,0.37612338513387006,0.03214193571612857,30-35,M,rsmith,colleendickerson@example.org,Karen Martinez,F,27
717,KTR,2023-12-22,2024-04-09,109,Friday,45887,EUR,20787,500000,6511,0.041574,0.3132246115360562,0.013022,45-60,B,morgan68,othompson@example.com,Jeffrey Thomas,M,82
718,BYU,2022-12-04,2024-07-22,596,Sunday,855837,USD,41166,500000,361224,0.082332,8.774814167031044,0.722448,40-60,B,morgan68,othompson@example.com,Jeffrey Thomas,M,82
719,AKX,2023-11-01,2025-05-28,574,Wednesday,963357,USD,51717,500003,795172,0.10343337939972361,15.375447145039349,1.5903344579932521,35-50,F,morgan68,othompson@example.com,Jeffrey Thomas,M,82
720,BYU,2023-08-06,2023-11-04,90,Sunday,452725,EUR,21963,500000,47733,0.043926,2.173336975822975,0.095466,35-55,M,randyhoffman,vgill@example.com,Stephanie Barron,F,36
721,AKX,2022-05-08,2022-08-02,86,Sunday,30806,USD,19808,500002,26923,0.039615841536633854,1.3591983037156705,0.053845784616861535,45-55,M,randyhoffman,vgill@example.com,Stephanie Barron,F,36
722,GRZ,2023-03-29,2024-01-27,304,Wednesday,257619,GBP,53089,499996,8631,0.10617884943079545,0.16257605153609975,0.017262138097104775,20-40,B,randyhoffman,vgill@example.com,Stephanie Barron,F,36
723,BYU,2023-05-02,2023-11-13,195,Tuesday,791880,GBP,41261,499999,225184,0.08252216504433009,5.457550713749061,0.4503689007378015,45-65,F,randyhoffman,vgill@example.com,Stephanie Barron,F,36
724,AKX,2023-12-04,2025-01-07,400,Monday,106040,GBP,12432,499997,48030,0.024864149184895108,3.863416988416988,0.09606057636345817,40-45,F,randyhoffman,vgill@example.com,Stephanie Barron,F,36
725,AKX,2024-02-20,2024-10-08,231,Tuesday,939737,EUR,8049,500002,317437,0.016097935608257567,39.438066840601316,0.634871460514158,25-40,M,randyhoffman,vgill@example.com,Stephanie Barron,F,36
726,KTR,2023-01-15,2023-06-08,144,Sunday,652589,USD,24439,499999,289734,0.04887809775619551,11.855395065264537,0.5794691589383179,30-40,F,robertabbott,kimberlysavage@example.org,Eric Stevens,M,25
727,AKX,2023-03-01,2023-03-03,2,Wednesday,78751,EUR,15480,500001,41072,0.03095993808012384,2.653229974160207,0.08214383571232857,35-50,F,robertabbott,kimberlysavage@example.org,Eric Stevens,M,25
728,KTR,2022-10-02,2024-07-14,651,Sunday,992837,USD,37477,499999,509132,0.07495414990829982,13.585185580489366,1.018266036532073,40-60,B,robertabbott,kimberlysavage@example.org,Eric Stevens,M,25
729,AKX,2022-10-27,2024-08-09,652,Thursday,746509,USD,20639,499999,166162,0.041278082556165115,8.050874557875867,0.3323246646493293,30-40,B,robertabbott,kimberlysavage@example.org,Eric Stevens,M,25
730,KTR,2022-07-14,2022-12-12,151,Thursday,24066,EUR,33189,500001,4371,0.06637786724426552,0.13170026213504474,0.008741982516034967,40-50,F,robertabbott,kimberlysavage@example.org,Eric Stevens,M,25
731,BYU,2023-04-20,2024-06-01,408,Thursday,631199,USD,47110,500001,330165,0.09421981156037688,7.008384631713012,0.6603286793426413,35-60,B,williserik,cjones@example.com,Scott Martinez,M,68
732,BYU,2024-01-31,2024-09-18,231,Wednesday,298157,GBP,29060,500000,197984,0.05812,6.812938747419133,0.395968,40-65,M,williserik,cjones@example.com,Scott Martinez,M,68
733,GRZ,2022-07-26,2023-10-05,436,Tuesday,984196,GBP,70482,499998,2506,0.14096456385825543,0.035555177208365256,0.0050120200480801924,45-60,B,williserik,cjones@example.com,Scott Martinez,M,68
734,KTR,2022-06-27,2022-10-13,108,Monday,623018,EUR,26796,499999,329819,0.053592107184214366,12.308516196447231,0.6596393192786385,20-40,F,williserik,cjones@example.com,Scott Martinez,M,68
735,BYU,2023-06-16,2024-04-24,313,Friday,289687,USD,12990,500000,108982,0.02598,8.389684372594303,0.217964,40-65,M,williserik,cjones@example.com,Scott Martinez,M,68
736,KTR,2022-10-02,2024-07-08,645,Sunday,164775,EUR,56757,500005,17816,0.11351286487135129,0.31389960709692194,0.03563164368356316,25-30,F,williserik,cjones@example.com,Scott Martinez,M,68
737,GRZ,2022-12-31,2024-12-05,705,Saturday,403192,GBP,52699,499999,62833,0.10539821079642159,1.1922996641302492,0.12566625133250267,45-55,F,williserik,cjones@example.com,Scott Martinez,M,68
738,BYU,2023-02-28,2024-06-04,462,Tuesday,863761,GBP,24924,500001,298222,0.04984790030419939,11.965254373294817,0.5964428071143858,35-55,B,williserik,cjones@example.com,Scott Martinez,M,68
739,AKX,2023-08-14,2023-08-26,12,Monday,102048,GBP,90710,499999,9332,0.18142036284072569,0.10287730128982471,0.018664037328074656,25-40,M,kmoore,carriebyrd@example.com,Raymond Edwards,M,23
740,AKX,2022-11-14,2022-12-15,31,Monday,613870,GBP,80135,499997,36325,0.16027096162576976,0.4532975603668809,0.07265043590261541,45-60,M,kmoore,carriebyrd@example.com,Raymond Edwards,M,23
741,KTR,2022-09-09,2023-08-12,337,Friday,363436,EUR,89466,499997,45085,0.1789330735984416,0.5039344555473588,0.09017054102324613,40-55,M,lowekirsten,michaelroberts@example.com,Connie Williams,F,85
742,GRZ,2024-02-18,2024-11-02,258,Sunday,543957,EUR,47764,499999,509552,0.09552819105638212,10.668118248052927,1.0191060382120765,30-40,M,lowekirsten,michaelroberts@example.com,Connie Williams,F,85
743,KTR,2023-09-10,2025-05-05,603,Sunday,35421,EUR,29679,500001,17554,0.05935788128423743,0.5914619764816874,0.03510792978414043,20-35,B,dharrell,hgonzalez@example.org,Ronald Huerta,M,76
744,AKX,2023-10-22,2024-09-09,323,Sunday,785832,USD,34981,499996,481865,0.0699625597004776,13.77504931248392,0.9637377099016792,25-50,M,dharrell,hgonzalez@example.org,Ronald Huerta,M,76
745,KTR,2022-12-11,2023-01-06,26,Sunday,216959,GBP,32388,499998,191591,0.06477625910503643,5.9154933926145485,0.3831835327341309,40-45,B,dharrell,hgonzalez@example.org,Ronald Huerta,M,76
746,AKX,2022-07-07,2023-08-11,400,Thursday,510271,EUR,19212,499999,163121,0.038424076848153695,8.490578804913596,0.326242652485305,25-40,F,dharrell,hgonzalez@example.org,Ronald Huerta,M,76
747,GRZ,2022-05-18,2022-09-09,114,Wednesday,242877,GBP,92362,499999,141806,0.1847243694487389,1.5353283818020398,0.28361256722513445,25-35,M,dharrell,hgonzalez@example.org,Ronald Huerta,M,76
748,AKX,2023-09-10,2023-11-16,67,Sunday,881174,USD,15374,500001,109135,0.030747938504122992,7.098673084428255,0.2182695634608731,45-50,F,dharrell,hgonzalez@example.org,Ronald Huerta,M,76
749,BYU,2022-05-19,2023-04-24,340,Thursday,694754,GBP,10942,499999,556280,0.021884043768087537,50.838969109851945,1.1125622251244502,35-55,B,dharrell,hgonzalez@example.org,Ronald Huerta,M,76
750,KTR,2022-12-05,2024-05-30,542,Monday,498260,EUR,26541,500000,144624,0.053082,5.449078783768509,0.289248,40-65,M,gball,nathanchambers@example.net,David Strickland,M,88
751,KTR,2024-03-23,2024-07-04,103,Saturday,886360,GBP,18754,500002,305728,0.03750784996860013,16.30201557001173,0.6114535541857833,45-65,F,gball,nathanchambers@example.net,David Strickland,M,88
752,GRZ,2024-03-30,2025-03-02,337,Saturday,312415,USD,20942,499998,195831,0.041884167536670146,9.351112596695636,0.3916635666542666,35-40,M,gball,nathanchambers@example.net,David Strickland,M,88
753,AKX,2024-01-03,2024-06-21,170,Wednesday,741837,EUR,86167,500002,495663,0.17233331066675733,5.752352988963292,0.9913220347118612,25-45,B,jessicajohnson,turnernicholas@example.net,James Campbell,M,90
754,KTR,2024-03-05,2025-10-19,593,Tuesday,290884,GBP,59991,500001,250517,0.11998176003647992,4.175909719791302,0.5010329979340041,45-60,M,jessicajohnson,turnernicholas@example.net,James Campbell,M,90
755,BYU,2022-11-02,2023-01-15,74,Wednesday,650103,USD,49432,499999,471814,0.09886419772839546,9.54470788153423,0.9436298872597745,20-25,F,jessicajohnson,turnernicholas@example.net,James Campbell,M,90
756,BYU,2023-08-31,2025-05-25,633,Thursday,585477,GBP,36254,500003,304243,0.07250756495461028,8.39198433276328,0.6084823491059054,35-50,B,jessicajohnson,turnernicholas@example.net,James Campbell,M,90
757,BYU,2022-11-14,2023-07-30,258,Monday,507366,GBP,67068,499998,110208,0.13413653654614618,1.6432277688316335,0.22041688166752668,35-55,B,jessicajohnson,turnernicholas@example.net,James Campbell,M,90
758,AKX,2023-04-24,2023-10-23,182,Monday,542885,EUR,67679,499999,444784,0.13535827071654144,6.571964715790718,0.8895697791395583,40-50,M,jessicajohnson,turnernicholas@example.net,James Campbell,M,90
759,BYU,2023-09-07,2023-12-18,102,Thursday,717019,USD,21425,500001,400439,0.0428499143001714,18.69026837806301,0.8008763982472035,20-40,F,jessicajohnson,turnernicholas@example.net,James Campbell,M,90
760,GRZ,2022-05-26,2023-07-16,416,Thursday,750675,EUR,43295,499998,247200,0.08659034636138545,5.7096662432151515,0.49440197760791044,45-70,M,jessicajohnson,turnernicholas@example.net,James Campbell,M,90
761,BYU,2022-08-30,2022-11-19,81,Tuesday,143628,USD,33503,500001,116991,0.06700586598826802,3.491955944243799,0.23398153203693592,30-35,M,ohunt,hparker@example.com,Amanda Torres,F,27
762,KTR,2024-01-20,2024-10-13,267,Saturday,60941,GBP,42441,500000,11854,0.084882,0.2793053886571947,0.023708,25-30,B,ohunt,hparker@example.com,Amanda Torres,F,27
763,KTR,2022-08-16,2023-01-05,142,Tuesday,371969,USD,40832,499999,298682,0.08166416332832666,7.314900078369906,0.5973651947303895,20-25,M,ohunt,hparker@example.com,Amanda Torres,F,27
764,AKX,2023-02-13,2024-04-25,437,Monday,48627,EUR,41976,499999,19890,0.08395216790433581,0.47384219554030876,0.03978007956015912,25-50,B,ohunt,hparker@example.com,Amanda Torres,F,27
765,KTR,2022-07-14,2022-09-19,67,Thursday,962832,USD,67659,499998,853096,0.1353185412741651,12.608758627824827,1.7061988247952993,20-45,B,ohunt,hparker@example.com,Amanda Torres,F,27
766,AKX,2022-12-05,2023-07-20,227,Monday,559241,GBP,50089,499997,277358,0.10017860107160644,5.537303599592725,0.5547193283159699,25-45,B,ohunt,hparker@example.com,Amanda Torres,F,27
767,AKX,2023-07-11,2024-02-21,225,Tuesday,597585,GBP,17164,500000,395026,0.034328,23.01479841528781,0.790052,30-50,B,ohunt,hparker@example.com,Amanda Torres,F,27
768,AKX,2023-05-20,2023-10-31,164,Saturday,791631,GBP,14154,499998,487070,0.02830811323245293,34.412180302388016,0.9741438965755863,25-35,M,katherine93,vblack@example.com,Joanne Butler,F,34
769,GRZ,2023-01-11,2023-07-09,179,Wednesday,942297,EUR,28672,500001,573146,0.05734388531222938,19.98974609375,1.1462897074205851,25-35,B,katherine93,vblack@example.com,Joanne Butler,F,34
770,AKX,2023-02-02,2023-09-05,215,Thursday,225699,GBP,25631,499999,78013,0.05126210252420505,3.043697085560454,0.1560263120526241,40-55,M,katherine93,vblack@example.com,Joanne Butler,F,34
771,BYU,2023-01-30,2023-08-24,206,Monday,626163,EUR,22947,500000,217723,0.045894,9.48808123066196,0.435446,30-50,M,katherine93,vblack@example.com,Joanne Butler,F,34
772,AKX,2022-09-21,2022-10-12,21,Wednesday,652032,USD,71324,499997,149388,0.14264885589313536,2.094498345577926,0.298777792666756,20-35,M,virginia04,lynn17@example.org,Mandy Zimmerman,F,21
773,GRZ,2024-01-19,2025-10-15,635,Friday,967422,USD,30059,499999,720627,0.060118120236240476,23.97375162181044,1.441256882513765,25-45,B,virginia04,lynn17@example.org,Mandy Zimmerman,F,21
774,BYU,2023-11-19,2023-12-02,13,Sunday,157753,USD,11003,499998,135166,0.022006088024352097,12.284467872398437,0.2703330813323253,30-50,F,virginia04,lynn17@example.org,Mandy Zimmerman,F,21
775,AKX,2023-11-09,2025-02-21,470,Thursday,539870,GBP,35757,499999,265431,0.07151414302828606,7.423189864921554,0.5308630617261234,40-55,F,angela05,potterwendy@example.net,Gregory Deleon,M,33
776,KTR,2023-10-27,2025-04-17,538,Friday,625007,EUR,27296,500001,477983,0.05459189081621837,17.511100527549825,0.9559640880718239,40-65,M,angela05,potterwendy@example.net,Gregory Deleon,M,33
777,KTR,2022-07-26,2023-08-02,372,Tuesday,599300,GBP,65114,500000,5996,0.130228,0.09208465153423227,0.011992,25-45,F,angela05,potterwendy@example.net,Gregory Deleon,M,33
778,KTR,2022-08-23,2023-03-10,199,Tuesday,447091,EUR,26271,500000,338234,0.052542,12.874804917970385,0.676468,20-35,B,angela05,potterwendy@example.net,Gregory Deleon,M,33
779,AKX,2023-11-02,2024-02-23,113,Thursday,954984,EUR,62382,499997,637844,0.12476474858849153,10.22480843833157,1.275695654173925,45-50,F,angela05,potterwendy@example.net,Gregory Deleon,M,33
780,KTR,2023-05-07,2023-09-03,119,Sunday,982917,GBP,5251,499998,11182,0.010502042008168032,2.129499143020377,0.022364089456357827,40-60,B,carlroberts,rick17@example.org,Jacqueline Hill,F,56
781,AKX,2022-08-15,2023-07-01,320,Monday,615455,EUR,33705,500002,583803,0.06740973036107856,17.320961281708946,1.1676013295946817,30-50,M,carlroberts,rick17@example.org,Jacqueline Hill,F,56
782,KTR,2023-08-25,2024-09-09,381,Friday,283936,EUR,46877,499996,34874,0.09375475003800031,0.743946924931203,0.06974855798846391,40-60,F,fordkathryn,michael41@example.com,James Norton,M,84
783,AKX,2023-08-23,2024-03-06,196,Wednesday,982455,USD,10441,500001,663272,0.020881958236083527,63.52571592759314,1.3265413469173062,45-65,B,fordkathryn,michael41@example.com,James Norton,M,84
784,KTR,2023-07-08,2024-11-28,509,Saturday,587052,EUR,20363,499996,4879,0.040726325810606485,0.23960123753867307,0.009758078064624517,20-25,M,fordkathryn,michael41@example.com,James Norton,M,84
785,BYU,2023-03-04,2025-01-15,683,Saturday,110259,GBP,82839,499995,55586,0.16567965679656796,0.6710124458286556,0.11117311173111731,30-35,M,fordkathryn,michael41@example.com,James Norton,M,84
786,GRZ,2022-09-19,2024-01-18,486,Monday,995280,EUR,52983,500001,663869,0.10596578806842387,12.529849196912217,1.327735344529311,20-25,B,fordkathryn,michael41@example.com,James Norton,M,84
787,BYU,2022-10-20,2023-09-19,334,Thursday,816921,USD,75967,500000,522612,0.151934,6.8794608185133015,1.045224,45-65,B,denisesmall,woodsjames@example.net,Abigail Francis,F,26
788,GRZ,2023-02-04,2023-04-06,61,Saturday,298571,EUR,70878,500000,285764,0.141756,4.031772905556026,0.571528,40-55,F,denisesmall,woodsjames@example.net,Abigail Francis,F,26
789,AKX,2022-12-06,2024-10-02,666,Tuesday,485721,USD,39746,500003,482615,0.0794915230508617,12.142479746389574,0.9652242086547481,45-55,F,denisesmall,woodsjames@example.net,Abigail Francis,F,26
790,KTR,2022-06-02,2024-01-20,597,Thursday,428094,EUR,35546,500001,164097,0.07109185781628437,4.616468800990266,0.32819334361331276,35-40,F,denisesmall,woodsjames@example.net,Abigail Francis,F,26
791,AKX,2022-11-27,2023-12-07,375,Sunday,349312,USD,40301,499998,239106,0.08060232240928963,5.933004143817771,0.4782139128556514,30-55,M,kdixon,garciaanna@example.net,Kimberly Turner,F,24
792,AKX,2022-12-27,2024-05-30,520,Tuesday,152632,GBP,17318,499998,115433,0.034636138544554176,6.665492551102899,0.23086692346769386,30-50,B,kdixon,garciaanna@example.net,Kimberly Turner,F,24
793,KTR,2022-11-06,2023-10-06,334,Sunday,188710,USD,62050,500002,180826,0.12409950360198559,2.9141982272361,0.3616505533977864,25-40,M,kdixon,garciaanna@example.net,Kimberly Turner,F,24
794,KTR,2023-06-24,2025-05-27,703,Saturday,387902,GBP,36546,500000,292220,0.073092,7.995950309199365,0.58444,25-35,M,kdixon,garciaanna@example.net,Kimberly Turner,F,24
795,KTR,2023-02-22,2024-03-18,390,Wednesday,850177,GBP,47464,499999,807239,0.09492818985637971,17.00739507837519,1.614481228962458,45-55,B,kdixon,garciaanna@example.net,Kimberly Turner,F,24
796,KTR,2023-04-30,2024-08-05,463,Sunday,827930,GBP,66757,499999,200893,0.13351426702853406,3.0093173749569333,0.40178680357360713,40-60,M,kdixon,garciaanna@example.net,Kimberly Turner,F,24
797,AKX,2023-11-04,2024-07-04,243,Saturday,990696,USD,24783,499999,931087,0.04956609913219826,37.569583989024736,1.8621777243554487,35-50,F,bwoods,luisjohnson@example.com,Alex Brooks,M,43
798,GRZ,2022-11-07,2024-02-12,462,Monday,108142,GBP,67309,499998,4714,0.1346185384741539,0.07003521074447697,0.009428037712150849,45-50,M,bwoods,luisjohnson@example.com,Alex Brooks,M,43
799,GRZ,2023-10-23,2025-03-29,523,Monday,145711,GBP,44638,500000,79583,0.089276,1.7828531744253775,0.159166,30-45,B,bwoods,luisjohnson@example.com,Alex Brooks,M,43
800,AKX,2022-11-23,2024-05-08,532,Wednesday,382111,EUR,48048,500001,14963,0.09609580780838438,0.3114177489177489,0.029925940148119702,20-40,B,bwoods,luisjohnson@example.com,Alex Brooks,M,43
